#{"t_start": 1774834045.8859305, "env_id": "None"}
r,l,t
12.3,134,174.081435
23.8,234,174.223908
11.8,129,174.308357
12.3,134,174.395534
12.3,134,174.47784
12.3,134,174.561995
12.3,134,174.652184
23.8,234,174.79691
12.3,134,174.882699
12.3,134,174.968538
12.3,134,175.065706
12.3,134,175.23318
13.9,150,175.358047
12.3,134,175.480276
12.3,134,175.614129
12.3,134,175.708971
12.3,134,175.806152
23.8,234,175.985824
12.3,134,176.069702
12.6,137,176.156038
17.2,168,176.259273
12.3,134,176.381173
12.3,134,176.471052
3.6,47,176.49772
12.3,134,176.580954
23.8,234,176.723713
12.3,134,176.815349
5.9,70,176.85728
12.4,135,176.946158
22.3,219,177.081826
10.9,120,177.175675
12.3,134,177.297257
16.3,159,177.409776
5.7,68,177.459796
12.6,137,177.587061
7.9,90,177.709603
12.3,134,177.855499
13.9,150,177.959376
12.3,134,178.084449
6.9,80,178.135503
4.5,56,178.168395
12.3,134,178.251955
5.5,66,178.293497
12.3,134,178.391178
12.3,134,178.474076
12.3,134,178.557822
12.3,134,178.645523
17.3,169,178.752452
23.8,234,178.894088
14.0,151,178.992848
23.8,234,179.144305
12.3,134,179.226818
14.0,151,179.321458
3.9,50,179.349891
12.3,134,179.439448
12.3,134,179.523149
12.3,134,179.606724
9.3,104,179.67344
12.3,134,179.761815
12.3,134,179.884759
12.3,134,179.972995
5.9,70,180.016239
11.8,129,180.098952
16.5,161,180.199764
13.1,142,180.287083
12.3,134,180.374699
12.3,134,180.492466
13.6,147,180.581784
16.7,163,180.682144
5.8,69,180.72398
12.3,134,180.811469
15.8,154,180.905026
4.2,53,180.937054
5.8,69,180.992852
12.3,134,181.111341
10.6,117,181.182555
12.3,134,181.263092
12.3,134,181.400179
12.9,140,181.503487
12.3,134,181.599041
12.3,134,181.682297
12.9,140,181.775044
7.5,86,181.830559
12.3,134,181.962092
12.3,134,182.046901
3.6,47,182.074737
12.0,131,182.163305
12.7,138,182.248706
9.9,110,182.339253
12.3,134,182.454927
12.3,134,182.544676
12.3,134,182.62682
16.6,162,182.727053
12.0,131,182.806516
13.1,142,182.898416
12.3,134,182.981942
11.4,125,183.066663
12.8,139,183.152322
9.8,109,183.225357
12.3,134,183.309077
15.6,152,183.402389
23.8,234,183.546379
12.3,134,183.633132
12.3,134,183.718715
12.3,134,183.801234
12.3,134,183.886035
12.3,134,184.000054
23.8,234,184.171912
13.6,147,184.259681
12.3,134,184.345889
12.3,134,184.437968
12.3,134,184.522268
11.3,124,184.598867
9.3,104,184.663834
23.8,234,184.816647
12.3,134,184.896806
17.2,168,184.999508
12.3,134,185.088369
12.6,137,185.179875
12.3,134,185.262147
12.3,134,185.404941
12.3,134,185.565078
12.3,134,185.650705
12.6,137,185.743355
12.3,134,185.826313
7.7,88,185.880302
23.8,234,186.036138
12.8,139,186.166121
12.7,138,186.252303
7.8,89,186.329144
16.9,165,186.449177
12.3,134,186.532788
13.6,147,186.656421
12.3,134,186.740019
12.3,134,186.839906
16.1,157,186.94379
9.3,104,187.008859
15.8,154,187.138349
12.3,134,187.225835
12.3,134,187.315703
12.3,134,187.423838
12.3,134,187.536543
12.3,134,187.623622
9.3,104,187.687001
12.3,134,187.771956
12.3,134,187.853278
12.3,134,187.940451
25.4,250,188.115037
16.8,164,188.265948
12.3,134,188.349746
12.3,134,188.447068
12.3,134,188.530736
12.3,134,188.612586
12.3,134,188.698795
12.3,134,188.787161
12.3,134,188.872963
6.4,75,188.917045
23.8,234,189.059192
12.3,134,189.146461
12.3,134,189.235077
12.3,134,189.317499
12.3,134,189.400817
12.8,139,189.498077
12.3,134,189.585816
12.8,139,189.674582
17.2,168,189.778086
12.3,134,189.862516
12.3,134,189.94938
13.8,149,190.040323
12.3,134,190.123883
12.8,139,190.219081
12.3,134,190.346589
4.3,54,190.379246
12.3,134,190.464357
12.3,134,190.563037
12.3,134,190.664896
12.3,134,190.746822
12.3,134,190.830771
12.3,134,190.918858
12.3,134,191.004103
12.3,134,191.086611
12.3,134,191.169388
17.2,168,191.286757
12.3,134,191.402689
12.3,134,191.48863
12.3,134,191.570678
17.1,167,191.677366
23.8,234,191.82602
12.3,134,191.906346
12.3,134,191.989972
12.3,134,192.074639
12.3,134,192.193383
15.8,154,192.296376
12.3,134,192.459254
12.3,134,192.57795
12.3,134,192.68113
12.3,134,192.764272
12.3,134,192.848423
12.3,134,192.934627
4.0,51,192.967104
12.3,134,193.049771
12.5,136,193.131289
23.8,234,193.303172
12.3,134,193.416657
13.3,144,193.506364
9.3,104,193.569999
12.3,134,193.654048
12.4,135,193.734143
12.3,134,193.819368
12.3,134,193.900831
12.3,134,193.984897
12.3,134,194.068116
5.5,66,194.106292
12.3,134,194.18893
12.3,134,194.27659
12.3,134,194.357905
12.3,134,194.481777
12.3,134,194.571466
12.3,134,194.652691
12.3,134,194.734454
12.3,134,194.907174
12.3,134,195.052189
12.3,134,195.201498
24.7,243,195.369033
23.8,234,195.50991
12.3,134,195.65202
12.3,134,195.802338
16.4,160,195.937964
12.3,134,196.020573
12.3,134,196.103693
12.3,134,196.193776
13.3,144,196.289676
12.3,134,196.407721
12.9,140,196.524255
8.9,100,196.61477
12.3,134,196.703921
12.3,134,196.788707
12.3,134,196.873871
13.0,141,196.973915
24.6,242,197.12379
12.3,134,197.205287
12.3,134,197.296077
12.3,134,197.399338
12.3,134,197.486218
12.4,135,197.569555
12.3,134,197.681325
12.3,134,197.816047
16.9,165,197.918438
12.3,134,198.015625
13.1,142,198.120866
16.8,164,198.251184
12.3,134,198.339607
12.3,134,198.423246
12.3,134,198.514191
12.3,134,198.632935
12.3,134,198.729779
10.6,117,198.802576
16.6,162,198.902303
12.3,134,198.985931
6.4,75,199.034486
12.3,134,199.117167
12.3,134,199.200389
12.3,134,199.288078
12.7,138,199.37885
12.3,134,199.463779
15.8,154,199.5601
16.8,164,199.668234
12.3,134,199.751983
12.3,134,199.837689
12.3,134,199.920351
12.3,134,200.00907
16.7,163,200.112176
12.3,134,200.19572
12.3,134,200.278624
5.5,66,200.320916
12.3,134,200.412289
12.3,134,200.497241
12.3,134,200.580577
12.3,134,200.666625
12.3,134,200.82511
12.3,134,200.903718
22.6,222,201.039609
11.6,127,201.12005
12.3,134,201.204955
12.3,134,201.288728
13.2,143,201.417832
12.3,134,201.50959
23.8,234,201.651583
17.2,168,201.753909
12.3,134,201.842135
12.3,134,201.930696
12.3,134,202.016727
10.3,114,202.086525
14.0,151,202.180602
12.3,134,202.267041
12.3,134,202.358832
12.3,134,202.447173
12.3,134,202.536561
12.3,134,202.625958
12.3,134,202.708465
12.3,134,202.856127
12.3,134,202.959952
12.3,134,203.049837
12.3,134,203.133184
12.3,134,203.218077
12.3,134,203.334226
12.3,134,203.428765
12.3,134,203.515498
12.3,134,203.611522
12.8,139,203.699236
27.9,260,203.887225
12.3,134,203.967077
12.3,134,204.050075
12.3,134,204.134323
12.3,134,204.221178
23.8,234,204.366145
12.3,134,204.450986
12.3,134,204.538711
12.6,137,204.630652
12.3,134,204.714441
12.3,134,204.795825
16.0,156,204.894764
12.5,136,205.026367
12.3,134,205.108765
12.3,134,205.190673
12.3,134,205.27385
12.4,135,205.362886
12.3,134,205.454465
12.3,134,205.539933
12.3,134,205.623974
10.8,119,205.701354
13.0,141,205.809849
12.3,134,205.966987
12.3,134,206.086505
12.6,137,206.178574
6.9,80,206.226584
7.3,84,206.278213
12.3,134,206.394721
12.3,134,206.489185
12.3,134,206.572117
12.3,134,206.653887
12.3,134,206.737496
12.3,134,206.827817
12.3,134,206.912619
12.3,134,206.994014
12.3,134,207.12291
12.3,134,207.215325
12.3,134,207.299464
12.6,137,207.400989
4.6,57,207.435144
13.4,145,207.538871
12.3,134,207.623165
12.3,134,207.705594
16.6,162,207.806778
12.3,134,207.904162
12.3,134,208.014957
13.2,143,208.104266
12.3,134,208.206235
15.6,152,208.312665
12.3,134,208.399873
12.5,136,208.485343
12.3,134,208.583967
12.3,134,208.675822
12.3,134,208.758942
12.3,134,208.88012
12.3,134,208.965247
12.3,134,209.055291
12.3,134,209.19647
12.3,134,209.304615
8.2,93,209.364543
12.3,134,209.449121
12.3,134,209.541905
11.7,128,209.623468
12.3,134,209.705829
12.3,134,209.797323
12.3,134,209.879132
12.3,134,209.967451
12.3,134,210.050138
12.3,134,210.138708
12.3,134,210.223297
12.3,134,210.307553
11.3,124,210.385357
12.3,134,210.473328
13.3,144,210.572886
12.3,134,210.657423
5.8,69,210.697747
12.3,134,210.789439
12.3,134,210.883373
12.3,134,210.984001
12.3,134,211.065465
5.5,66,211.10944
11.3,124,211.202128
12.3,134,211.34906
12.3,134,211.431396
11.4,125,211.518355
12.8,139,211.617153
12.3,134,211.699035
12.3,134,211.783437
12.3,134,211.876924
12.3,134,211.961828
12.3,134,212.04369
12.3,134,212.127837
12.3,134,212.216019
12.3,134,212.30177
12.3,134,212.404166
15.8,154,212.509624
12.8,139,212.605549
16.7,163,212.705797
12.3,134,212.789736
12.3,134,212.872429
12.3,134,212.959539
12.9,140,213.081351
12.4,135,213.16556
12.3,134,213.2491
16.9,165,213.398808
12.8,139,213.483822
12.3,134,213.569837
12.3,134,213.660082
11.9,130,213.742825
16.4,160,213.843952
12.3,134,213.927597
16.9,165,214.02903
12.3,134,214.118814
12.3,134,214.202703
12.3,134,214.285523
12.3,134,214.398991
11.4,125,214.489866
12.3,134,214.578979
12.3,134,214.680641
12.3,134,214.764386
9.9,110,214.858011
12.1,132,214.947651
12.3,134,215.031213
13.5,146,215.118549
12.3,134,215.208243
16.7,163,215.307832
12.3,134,215.41813
7.5,86,215.485938
16.7,163,215.595925
12.3,134,215.683008
12.3,134,215.765818
12.3,134,215.849095
16.8,164,215.981013
12.3,134,216.083633
12.3,134,216.22477
12.3,134,216.37434
12.3,134,216.462118
12.3,134,216.547425
12.3,134,216.631946
13.2,143,216.726415
7.8,89,216.789146
12.9,140,216.876004
7.6,87,216.929946
13.9,150,217.020965
12.3,134,217.108744
12.3,134,217.191551
12.3,134,217.274954
12.3,134,217.372223
12.3,134,217.465395
17.1,167,217.608765
12.3,134,217.699261
12.3,134,217.7818
8.0,91,217.84371
12.6,137,217.931127
11.1,122,218.007067
12.3,134,218.087266
12.3,134,218.236539
12.4,135,218.319762
16.2,158,218.41682
9.0,101,218.479424
12.3,134,218.574895
23.8,234,218.722584
9.8,109,218.791069
9.3,104,218.85302
13.8,149,218.951876
23.8,234,219.096595
12.3,134,219.179433
12.3,134,219.261728
12.3,134,219.348563
17.0,166,219.451507
12.3,134,219.541039
12.3,134,219.667504
12.3,134,219.763707
8.9,100,219.82667
13.0,141,219.946399
5.0,61,219.982034
12.3,134,220.069685
14.0,151,220.177182
12.3,134,220.261833
12.3,134,220.352144
12.3,134,220.458679
12.3,134,220.545798
12.3,134,220.628236
12.3,134,220.718066
12.3,134,220.80463
13.4,145,220.893774
16.1,157,221.000529
12.3,134,221.099602
6.6,77,221.149441
23.8,234,221.300764
12.3,134,221.41052
12.5,136,221.495004
16.3,159,221.600643
12.3,134,221.735543
27.3,254,221.896892
9.2,103,221.958544
12.3,134,222.044368
12.3,134,222.127581
12.3,134,222.211592
13.4,145,222.301838
12.3,134,222.403769
12.3,134,222.48766
12.3,134,222.57358
15.6,152,222.667582
12.3,134,222.762415
12.3,134,222.843952
12.3,134,222.927268
17.5,171,223.031183
12.3,134,223.12132
12.3,134,223.204671
12.3,134,223.317718
13.4,145,223.41946
8.4,95,223.48312
15.9,155,223.582041
12.9,140,223.666893
12.3,134,223.804706
12.3,134,223.896147
12.3,134,223.978845
10.6,117,224.05186
12.3,134,224.135535
12.3,134,224.219478
12.3,134,224.304904
12.3,134,224.387163
9.5,106,224.451328
12.3,134,224.543154
12.3,134,224.632787
12.3,134,224.714942
12.3,134,224.804336
5.8,69,224.849282
12.3,134,224.940772
12.3,134,225.023382
12.3,134,225.107028
12.3,134,225.19477
13.9,150,225.289965
13.2,143,225.376855
12.3,134,225.489883
5.0,61,225.53182
12.3,134,225.622483
12.3,134,225.716484
12.3,134,225.851463
12.3,134,225.962894
12.3,134,226.054412
12.3,134,226.156985
12.3,134,226.242004
12.3,134,226.392333
12.3,134,226.5563
12.3,134,226.638536
13.2,143,226.727353
12.3,134,226.821856
13.0,141,226.913482
13.2,143,227.000541
12.3,134,227.084392
12.3,134,227.169848
12.3,134,227.256787
12.3,134,227.343548
12.3,134,227.437726
25.3,249,227.598816
12.3,134,227.679988
12.3,134,227.759936
12.3,134,227.851905
6.8,79,227.94768
12.3,134,228.034485
12.3,134,228.116003
16.4,160,228.215586
12.3,134,228.320871
12.3,134,228.429926
12.3,134,228.523818
13.5,146,228.621661
12.3,134,228.712081
16.9,165,228.812971
12.3,134,228.902497
13.5,146,228.991172
12.3,134,229.082517
12.3,134,229.164646
16.7,163,229.267394
12.3,134,229.35144
12.3,134,229.44036
12.3,134,229.524785
9.5,106,229.595704
12.5,136,229.681145
23.8,234,229.823978
12.3,134,229.917684
16.6,162,230.059613
12.3,134,230.142097
12.3,134,230.230569
12.3,134,230.315757
13.1,142,230.402663
12.5,136,230.486452
24.5,241,230.646544
12.3,134,230.725678
12.3,134,230.809179
25.2,248,230.976636
12.3,134,231.082312
12.3,134,231.190546
12.3,134,231.287228
12.3,134,231.404349
16.1,157,231.527342
13.4,145,231.619482
6.5,76,231.664846
35.3,334,231.875669
12.3,134,231.969691
12.3,134,232.072262
12.3,134,232.186534
23.8,234,232.341759
12.3,134,232.427714
16.0,156,232.525803
12.3,134,232.634713
12.6,137,232.732406
12.3,134,232.819822
17.3,169,232.925951
6.1,72,232.975802
17.4,170,233.076482
12.3,134,233.168841
12.3,134,233.251231
12.3,134,233.334638
16.5,161,233.43498
12.3,134,233.550373
12.3,134,233.645525
46.8,434,233.911136
12.3,134,233.997879
16.0,156,234.157017
5.1,62,234.232713
12.3,134,234.328445
12.3,134,234.40718
23.8,234,234.556731
5.2,63,234.598975
12.3,134,234.680402
9.1,102,234.743293
12.3,134,234.829749
6.4,75,234.87609
12.7,138,234.961566
13.4,145,235.053055
12.3,134,235.140807
12.3,134,235.225475
12.3,134,235.308089
12.3,134,235.391607
10.4,115,235.465798
12.5,136,235.550952
12.3,134,235.634057
12.3,134,235.716016
12.3,134,235.803649
12.3,134,235.886941
12.3,134,235.978066
12.3,134,236.062669
17.0,166,236.178091
15.9,155,236.379808
12.3,134,236.458585
11.4,125,236.559542
13.4,145,236.763181
12.3,134,236.878685
12.8,139,236.965058
12.3,134,237.079905
12.3,134,237.173717
12.3,134,237.265625
12.3,134,237.353748
12.3,134,237.446502
12.5,136,237.53638
12.3,134,237.623798
12.3,134,237.706312
12.3,134,237.790252
9.3,104,237.857179
13.1,142,237.946911
8.2,93,238.005815
12.3,134,238.08974
12.3,134,238.178801
12.3,134,238.260938
12.3,134,238.363246
12.3,134,238.486044
10.1,112,238.55973
12.3,134,238.70055
12.3,134,238.780302
5.8,69,238.826388
13.0,141,238.921155
13.1,142,239.008843
13.7,148,239.107123
12.3,134,239.191609
12.3,134,239.277721
12.0,131,239.360478
11.6,127,239.438516
8.3,94,239.494356
12.3,134,239.589979
6.3,74,239.642779
12.6,137,239.724983
13.5,146,239.814762
12.3,134,239.901682
12.3,134,239.984936
13.7,148,240.081618
8.3,94,240.139359
6.6,77,240.192707
12.3,134,240.279176
12.3,134,240.362326
5.8,69,240.402605
7.1,82,240.45753
12.3,134,240.585063
12.3,134,240.667108
12.3,134,240.751727
12.6,137,240.837379
6.3,74,240.882938
12.3,134,240.970382
12.3,134,241.059539
12.3,134,241.14977
16.4,160,241.258144
4.8,59,241.344906
12.3,134,241.432019
27.7,258,241.599401
12.3,134,241.681273
9.7,108,241.746086
16.6,162,241.852833
16.0,156,241.953385
12.3,134,242.035856
22.1,217,242.210364
12.3,134,242.289797
12.3,134,242.403926
12.3,134,242.487921
11.9,130,242.603664
12.3,134,242.72156
12.3,134,242.81316
12.3,134,242.894039
12.3,134,242.977224
12.3,134,243.059824
4.0,51,243.091861
12.3,134,243.184608
5.9,70,243.227627
12.3,134,243.308822
10.6,117,243.387864
12.9,140,243.47532
12.3,134,243.557456
12.3,134,243.64069
13.1,142,243.758461
13.1,142,243.861305
12.3,134,243.943699
12.3,134,244.027827
12.3,134,244.11517
12.3,134,244.206319
12.7,138,244.290556
3.9,50,244.320651
12.3,134,244.408882
13.0,141,244.497285
12.3,134,244.583622
12.3,134,244.71211
12.3,134,244.801179
12.2,133,244.882181
12.3,134,244.966244
9.0,101,245.027283
12.3,134,245.115005
13.3,144,245.20921
12.3,134,245.292903
13.3,144,245.381298
8.5,96,245.443537
16.2,158,245.542753
12.3,134,245.622192
23.8,234,245.769881
8.4,95,245.832285
13.8,149,245.925146
12.3,134,246.005983
12.3,134,246.087896
12.3,134,246.182735
11.8,129,246.262117
12.3,134,246.406665
7.7,88,246.463089
5.1,62,246.503355
12.3,134,246.590916
5.8,69,246.632246
12.3,134,246.739729
12.3,134,246.891779
7.9,90,246.98941
12.3,134,247.097811
12.3,134,247.187976
12.3,134,247.276485
12.3,134,247.3657
13.2,143,247.463559
12.3,134,247.546979
10.2,113,247.620665
12.7,138,247.738073
12.6,137,247.827711
12.3,134,247.911404
8.8,99,247.992478
12.3,134,248.077243
12.3,134,248.171233
12.3,134,248.272332
12.3,134,248.377236
12.3,134,248.459711
9.3,104,248.525988
12.3,134,248.609843
12.3,134,248.703856
12.3,134,248.79033
12.3,134,248.958553
23.8,234,249.107108
12.3,134,249.19573
11.6,127,249.280785
12.3,134,249.364225
12.3,134,249.44635
12.3,134,249.533035
12.3,134,249.618231
12.7,138,249.707992
12.3,134,249.792789
12.3,134,249.882133
12.3,134,249.96661
12.3,134,250.048754
12.3,134,250.128699
12.3,134,250.219408
10.8,119,250.299092
17.3,169,250.403154
12.3,134,250.484998
16.4,160,250.591035
9.8,109,250.657588
12.3,134,250.742771
12.3,134,250.823266
28.4,265,251.034127
12.3,134,251.112807
12.3,134,251.198119
12.3,134,251.286686
12.3,134,251.426689
11.3,124,251.513146
13.7,148,251.603793
12.3,134,251.686877
12.3,134,251.778999
13.2,143,251.870038
12.3,134,251.954187
14.0,151,252.047824
13.3,144,252.141367
12.9,140,252.228436
12.3,134,252.315595
12.3,134,252.410481
12.3,134,252.498548
24.4,240,252.645636
12.3,134,252.730444
15.9,155,252.826114
23.8,234,252.975764
12.3,134,253.095761
12.3,134,253.180567
12.3,134,253.2955
5.6,67,253.346169
12.3,134,253.431965
12.3,134,253.525941
12.3,134,253.611091
12.3,134,253.711163
12.3,134,253.813268
10.1,112,253.884212
12.3,134,253.964596
12.7,138,254.097008
12.3,134,254.179679
12.0,131,254.260319
12.3,134,254.347993
9.5,106,254.417798
12.3,134,254.499595
12.6,137,254.591863
16.7,163,254.691444
12.3,134,254.783238
12.3,134,254.865554
12.3,134,254.948147
4.7,58,254.981477
15.9,155,255.082462
13.6,147,255.218274
12.3,134,255.299625
12.3,134,255.389302
12.3,134,255.475884
12.3,134,255.560391
12.3,134,255.642217
15.7,153,255.740425
13.4,145,255.835553
12.3,134,255.918168
12.3,134,256.001608
12.3,134,256.083135
12.3,134,256.171309
8.9,100,256.236389
12.3,134,256.351878
23.8,234,256.527077
15.8,154,256.624651
12.3,134,256.708667
12.3,134,256.794249
12.3,134,256.882622
12.3,134,256.970426
12.3,134,257.064506
13.2,143,257.29774
23.8,234,257.475281
6.1,72,257.521791
6.0,71,257.566169
13.1,142,257.65023
6.5,76,257.695702
12.3,134,257.820606
12.6,137,257.905418
12.1,132,257.987056
12.3,134,258.069846
23.8,234,258.219606
12.3,134,258.301557
10.0,111,258.367372
23.8,234,258.532732
12.3,134,258.617831
12.3,134,258.702874
12.3,134,258.825239
12.3,134,258.915795
16.2,158,259.018852
4.0,51,259.05683
10.5,116,259.16064
12.3,134,259.289844
12.3,134,259.418101
12.3,134,259.508377
4.0,51,259.538367
12.3,134,259.627533
12.3,134,259.715093
5.8,69,259.761581
12.3,134,259.842955
12.3,134,259.926294
12.3,134,260.020703
17.0,166,260.123973
17.1,167,260.226757
12.3,134,260.309364
12.3,134,260.397271
12.7,138,260.491845
13.4,145,260.579892
12.3,134,260.663675
16.9,165,260.774097
5.7,68,260.817872
12.3,134,260.897454
10.1,112,260.965065
12.3,134,261.053795
12.3,134,261.134619
12.3,134,261.219127
16.1,157,261.350689
7.4,85,261.451777
12.3,134,261.562104
12.3,134,261.650977
13.3,144,261.739273
13.8,149,261.845124
12.3,134,261.926818
10.9,120,262.00185
7.9,90,262.057245
15.9,155,262.156419
12.3,134,262.242249
12.3,134,262.32441
13.2,143,262.424863
12.3,134,262.520969
16.5,161,262.618705
7.3,84,262.669503
12.3,134,262.75488
12.3,134,262.843624
12.3,134,262.926517
13.6,147,263.017901
12.3,134,263.10175
12.9,140,263.196492
12.3,134,263.278219
12.3,134,263.362471
12.3,134,263.447145
12.4,135,263.593777
12.3,134,263.676845
35.3,334,263.884976
12.3,134,263.963707
12.3,134,264.053567
12.3,134,264.138949
12.3,134,264.230137
13.2,143,264.388953
12.3,134,264.472838
4.4,55,264.508421
13.7,148,264.625265
12.3,134,264.70809
6.6,77,264.762126
12.3,134,264.872364
13.6,147,264.960715
12.3,134,265.043486
6.6,77,265.093563
17.4,170,265.202874
12.3,134,265.282556
4.1,52,265.312779
12.3,134,265.400418
12.3,134,265.483755
16.5,161,265.606884
12.3,134,265.71122
12.3,134,265.805284
16.0,156,265.902375
13.2,143,265.990937
12.3,134,266.076056
12.3,134,266.163371
16.9,165,266.268674
23.8,234,266.44714
12.3,134,266.5274
12.3,134,266.646027
6.2,73,266.693405
12.3,134,266.774174
14.0,151,266.87339
13.2,143,266.968592
13.6,147,267.058811
4.9,60,267.094262
12.3,134,267.179136
12.3,134,267.2673
12.9,140,267.395442
4.4,55,267.475121
12.3,134,267.626332
12.6,137,267.762718
4.6,57,267.802283
12.3,134,267.882759
12.3,134,267.965847
12.3,134,268.054534
12.3,134,268.137831
12.3,134,268.223612
12.8,139,268.314543
13.2,143,268.415385
12.3,134,268.513324
12.3,134,268.597416
13.7,148,268.692784
12.3,134,268.784813
12.3,134,268.87403
11.2,123,268.951077
12.7,138,269.036474
12.7,138,269.129131
8.6,97,269.19068
16.3,159,269.288982
12.3,134,269.383412
12.3,134,269.494702
12.3,134,269.578885
12.3,134,269.669095
12.3,134,269.767712
12.7,138,269.922426
12.3,134,270.002387
12.3,134,270.089241
10.5,116,270.176927
16.0,156,270.285781
15.7,153,270.418797
12.3,134,270.501622
13.3,144,270.591378
13.4,145,270.693638
12.3,134,270.77524
13.0,141,270.866371
12.3,134,270.948782
7.3,84,271.00455
12.8,139,271.093164
12.8,139,271.180362
12.3,134,271.262682
12.7,138,271.386384
13.8,149,271.47813
12.3,134,271.561077
23.8,234,271.748284
4.2,53,271.78166
14.0,151,271.948961
12.3,134,272.02853
12.3,134,272.114692
12.3,134,272.20302
16.8,164,272.316127
12.3,134,272.426794
17.4,170,272.5323
7.5,86,272.590392
12.3,134,272.67319
13.0,141,272.765787
12.3,134,272.852337
12.5,136,272.942225
17.2,168,273.045732
23.8,234,273.189926
23.8,234,273.331831
4.0,51,273.365877
12.5,136,273.451365
23.8,234,273.594404
13.4,145,273.684946
12.3,134,273.778574
12.3,134,273.865745
8.7,98,273.92443
12.3,134,274.051914
16.0,156,274.152228
16.3,159,274.249892
7.8,89,274.305152
16.0,156,274.403832
12.3,134,274.5057
15.8,154,274.635902
4.6,57,274.672669
12.3,134,274.757723
12.3,134,274.849569
12.3,134,274.932931
24.8,244,275.081544
12.3,134,275.163373
12.3,134,275.251271
12.3,134,275.336674
12.3,134,275.4257
12.3,134,275.534668
13.0,141,275.628886
4.5,56,275.662091
13.7,148,275.773575
12.3,134,275.860948
12.3,134,275.975245
12.3,134,276.10709
10.6,117,276.179074
12.8,139,276.265552
22.2,218,276.438116
12.3,134,276.517703
12.5,136,276.600995
12.3,134,276.682596
12.3,134,276.798789
12.3,134,276.891675
13.2,143,276.981377
12.3,134,277.064599
12.3,134,277.154021
23.8,234,277.29857
12.3,134,277.392759
12.3,134,277.480431
12.3,134,277.570625
8.9,100,277.657623
23.8,234,277.899088
12.6,137,277.982886
5.4,65,278.025357
23.8,234,278.220221
5.2,63,278.25718
12.3,134,278.336401
12.3,134,278.423706
12.3,134,278.526851
12.3,134,278.608906
16.3,159,278.708072
6.9,80,278.760981
12.3,134,278.863567
12.3,134,278.944254
12.3,134,279.029316
12.3,134,279.11691
12.3,134,279.205881
12.3,134,279.289833
13.0,141,279.37577
12.3,134,279.467814
5.8,69,279.509144
12.3,134,279.59726
11.8,129,279.717394
12.3,134,279.805375
12.3,134,279.898538
13.9,150,279.990306
12.3,134,280.074366
13.2,143,280.169492
12.3,134,280.296133
12.3,134,280.37944
8.4,95,280.436939
12.3,134,280.52579
12.3,134,280.607134
12.3,134,280.69093
5.2,63,280.726878
12.3,134,280.816001
12.3,134,280.908247
12.3,134,281.00737
5.3,64,281.067979
13.3,144,281.165349
13.4,145,281.253597
8.4,95,281.361241
12.3,134,281.443115
7.5,86,281.521446
13.7,148,281.620389
5.4,65,281.659733
12.3,134,281.742298
12.3,134,281.856115
15.8,154,281.968545
13.0,141,282.055655
23.8,234,282.199668
13.2,143,282.288454
22.1,217,282.487094
12.3,134,282.567215
6.8,79,282.61448
12.3,134,282.703707
12.3,134,282.787122
27.8,259,282.957816
25.3,249,283.107285
12.3,134,283.194116
13.7,148,283.286053
4.3,54,283.31848
13.4,145,283.406971
12.3,134,283.494092
4.3,54,283.527434
12.3,134,283.610042
12.3,134,283.69464
12.3,134,283.78115
12.3,134,283.870938
4.0,51,283.902668
12.3,134,283.990681
13.7,148,284.092127
12.3,134,284.179574
12.3,134,284.261946
10.5,116,284.333065
12.3,134,284.470065
15.9,155,284.576245
23.8,234,284.73095
11.5,126,284.840543
12.3,134,284.938818
12.3,134,285.021304
17.2,168,285.124793
12.3,134,285.209363
12.3,134,285.295185
12.3,134,285.380706
12.3,134,285.462915
10.2,113,285.532393
12.3,134,285.619871
13.7,148,285.709179
5.6,67,285.750424
13.8,149,285.841175
5.3,64,285.885448
12.3,134,285.978172
12.3,134,286.061076
17.1,167,286.164247
12.3,134,286.248438
15.7,153,286.382213
9.6,107,286.445813
11.9,130,286.586981
23.8,234,286.747576
10.6,117,286.819526
12.3,134,286.950053
12.3,134,287.056192
13.4,145,287.162818
12.3,134,287.245977
13.6,147,287.337516
13.0,141,287.440859
12.3,134,287.530859
12.3,134,287.6145
12.9,140,287.701519
12.3,134,287.785936
5.6,67,287.831412
23.8,234,288.07789
4.1,52,288.122363
12.3,134,288.204105
13.2,143,288.32938
12.3,134,288.42531
12.5,136,288.509986
12.3,134,288.65253
12.4,135,288.742085
5.8,69,288.783933
12.3,134,288.8664
8.1,92,288.931395
12.3,134,289.02265
23.8,234,289.17301
12.3,134,289.25474
12.8,139,289.34142
12.3,134,289.430434
12.3,134,289.511251
3.9,50,289.542148
12.3,134,289.626767
12.8,139,289.723237
12.3,134,289.805821
13.6,147,289.940415
12.3,134,290.02419
14.0,151,290.132076
12.3,134,290.217238
12.3,134,290.29766
12.3,134,290.383572
15.8,154,290.484772
12.3,134,290.568236
10.5,116,290.640184
4.9,60,290.718419
10.2,113,290.790341
12.3,134,290.876468
12.3,134,290.95781
12.3,134,291.042948
12.3,134,291.138174
13.2,143,291.227614
4.4,55,291.260014
12.3,134,291.374579
12.3,134,291.466664
13.9,150,291.558552
6.9,80,291.607268
12.3,134,291.690268
3.9,50,291.720373
4.8,59,291.76274
6.4,75,291.809817
12.9,140,291.899923
12.3,134,292.0035
16.0,156,292.144055
13.6,147,292.244434
12.3,134,292.337369
4.9,60,292.384916
12.3,134,292.478873
12.3,134,292.561218
